Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Region,Category,Sub-Category
CA-501428,2023-12-27,2025-04-18,Second Class,CUST-7521,Ashley Flores,Home Office,West,Furniture,Chairs
CA-426581,2024-11-21,2025-04-24,Standard Class,CUST-7214,Monica Thomas,Consumer,East,Office Supplies,Art
CA-234278,2023-07-14,2025-05-06,First Class,CUST-8330,Carol Boyd,Home Office,West,Office Supplies,Labels
CA-547910,2024-04-30,2025-04-12,Second Class,CUST-1420,David Anderson,Corporate,East,Office Supplies,Storage
CA-539051,2024-05-04,2025-04-30,Second Class,CUST-8931,Kelly Lopez,Home Office,East,Office Supplies,Binders
CA-564027,2023-09-20,2025-04-29,Second Class,CUST-2688,Thomas Lamb,Consumer,Central,Office Supplies,Labels
CA-938846,2023-07-05,2025-04-22,Standard Class,CUST-2726,Paula Garcia,Home Office,South,Office Supplies,Art
CA-121543,2024-09-02,2025-04-28,Standard Class,CUST-9838,Charles Frederick,Corporate,South,Technology,Copiers
CA-245884,2024-04-26,2025-04-24,First Class,CUST-1848,Spencer Oconnor,Home Office,South,Furniture,Furnishings
CA-180737,2024-12-22,2025-05-06,Same Day,CUST-4928,Randy Maddox,Corporate,Central,Furniture,Chairs
CA-587434,2025-03-16,2025-05-08,Same Day,CUST-2802,Natalie Brown,Home Office,East,Furniture,Furnishings
CA-451068,2023-04-30,2025-04-14,Same Day,CUST-2121,Emily Hicks,Corporate,West,Furniture,Furnishings
CA-201410,2025-01-27,2025-05-04,Same Day,CUST-3755,Amy Michael,Corporate,Central,Technology,Phones
CA-285134,2025-02-26,2025-05-05,First Class,CUST-4017,Andrew Hill,Consumer,West,Furniture,Tables
CA-407039,2025-02-11,2025-04-21,First Class,CUST-9825,Leroy Morales,Corporate,East,Office Supplies,Art
CA-985743,2025-02-06,2025-05-08,Standard Class,CUST-6564,Maria Martin,Corporate,East,Furniture,Chairs
CA-296295,2024-04-28,2025-04-21,Standard Class,CUST-3878,Steven Armstrong,Consumer,Central,Furniture,Tables
CA-465298,2024-04-08,2025-04-15,First Class,CUST-5168,Scott Gomez,Home Office,Central,Furniture,Tables
CA-552695,2024-07-04,2025-04-29,Standard Class,CUST-6727,Heather Stewart,Corporate,East,Furniture,Tables
CA-395995,2025-02-07,2025-05-07,Same Day,CUST-8428,Samantha Preston,Consumer,Central,Furniture,Tables
CA-766440,2024-04-01,2025-04-09,Same Day,CUST-1180,Lisa Lambert,Home Office,East,Furniture,Furnishings
CA-486640,2024-11-13,2025-04-17,Second Class,CUST-7255,Christopher Wade,Consumer,East,Technology,Computers
CA-110397,2023-11-30,2025-04-19,Standard Class,CUST-6495,Jason Owens,Home Office,South,Technology,Accessories
CA-676324,2023-07-22,2025-05-02,First Class,CUST-3427,Connie Brennan,Home Office,East,Technology,Copiers
CA-164288,2024-07-15,2025-04-21,First Class,CUST-8516,Courtney Haynes,Consumer,West,Technology,Copiers
CA-621459,2023-08-28,2025-04-10,Standard Class,CUST-6940,Julia Chapman,Consumer,South,Technology,Computers
CA-450625,2023-08-07,2025-04-17,Standard Class,CUST-7802,Patty Davis,Consumer,Central,Furniture,Furnishings
CA-836541,2023-12-23,2025-04-26,Same Day,CUST-9790,Angela Mckinney,Corporate,Central,Furniture,Bookcases
CA-172612,2023-04-09,2025-05-04,Second Class,CUST-8915,Dana Campbell,Home Office,Central,Technology,Machines
CA-408694,2023-07-28,2025-05-01,Second Class,CUST-5963,Nicole Griffith,Corporate,South,Office Supplies,Paper
CA-485088,2024-05-18,2025-05-03,Same Day,CUST-9946,Manuel Brooks,Consumer,West,Office Supplies,Art
CA-665567,2023-11-26,2025-05-01,First Class,CUST-3251,Andrew Perry,Home Office,Central,Office Supplies,Paper
CA-736669,2024-09-22,2025-05-07,Second Class,CUST-8484,Erin Foster,Consumer,West,Furniture,Tables
CA-139024,2025-01-07,2025-04-19,First Class,CUST-8733,Joy Moore,Corporate,Central,Office Supplies,Binders
CA-225125,2023-07-23,2025-04-23,Second Class,CUST-1249,Ryan Snyder,Consumer,East,Office Supplies,Paper
CA-892885,2024-03-30,2025-05-03,Same Day,CUST-6463,Sheila Farmer,Home Office,East,Technology,Machines
CA-925231,2023-08-09,2025-04-24,Second Class,CUST-6613,Charles Hudson,Corporate,West,Office Supplies,Labels
CA-179661,2024-08-14,2025-04-30,First Class,CUST-3237,Stacey Smith,Corporate,South,Furniture,Chairs
CA-880299,2025-04-05,2025-04-27,First Class,CUST-8218,Casey Wilson,Home Office,West,Office Supplies,Labels
CA-858036,2025-03-24,2025-04-29,Same Day,CUST-2555,Benjamin Noble,Home Office,West,Office Supplies,Paper
CA-888091,2024-03-27,2025-05-01,Second Class,CUST-7887,Marie Cruz,Corporate,South,Technology,Phones
CA-542283,2025-03-11,2025-04-17,Same Day,CUST-3041,Emily Wilson,Home Office,Central,Office Supplies,Art
CA-523124,2023-05-16,2025-04-18,Same Day,CUST-8076,Summer Wilkerson,Home Office,South,Office Supplies,Binders
CA-526104,2024-03-16,2025-04-21,Same Day,CUST-8721,Maria Shepard MD,Corporate,Central,Technology,Copiers
CA-761579,2025-02-21,2025-04-10,First Class,CUST-7846,Jennifer Roberts,Home Office,Central,Technology,Accessories
CA-155212,2025-03-16,2025-05-05,Standard Class,CUST-1981,Sherry Raymond,Corporate,Central,Technology,Computers
CA-453342,2023-04-27,2025-05-02,Same Day,CUST-7424,Anne Gonzalez,Corporate,South,Technology,Accessories
CA-774136,2024-02-06,2025-04-12,First Class,CUST-4412,Charles Schmidt,Consumer,South,Furniture,Chairs
CA-244584,2024-02-24,2025-04-16,First Class,CUST-1831,Christina Reed,Home Office,Central,Office Supplies,Binders
CA-388409,2023-08-31,2025-04-26,Same Day,CUST-1531,Melissa Mahoney,Corporate,West,Furniture,Bookcases
CA-644831,2023-11-20,2025-04-15,First Class,CUST-6559,Laura Foster,Home Office,Central,Furniture,Furnishings
CA-204225,2023-04-19,2025-05-07,Second Class,CUST-1560,Diane Powers,Corporate,West,Technology,Accessories
CA-939708,2024-07-26,2025-05-07,Second Class,CUST-2294,Dana Smith,Home Office,Central,Office Supplies,Binders
CA-617956,2023-09-22,2025-05-05,Standard Class,CUST-5076,Nicholas Smith,Home Office,East,Office Supplies,Labels
CA-591049,2024-11-12,2025-05-02,Standard Class,CUST-6380,Jim Green,Home Office,South,Office Supplies,Labels
CA-103318,2025-02-09,2025-04-26,First Class,CUST-5204,Mr. Brian Foster DDS,Home Office,Central,Technology,Copiers
CA-174017,2024-03-12,2025-04-30,First Class,CUST-9818,Colin Smith,Consumer,West,Office Supplies,Storage
CA-265648,2023-11-15,2025-04-30,Second Class,CUST-5166,Kathleen Roy,Home Office,South,Office Supplies,Paper
CA-945105,2025-01-04,2025-05-05,Standard Class,CUST-6463,Emily Stephenson,Consumer,South,Furniture,Furnishings
CA-599806,2025-03-17,2025-05-06,Second Class,CUST-5291,Stephen Huff,Consumer,South,Office Supplies,Labels
CA-791163,2023-08-29,2025-04-20,Same Day,CUST-3723,Travis Walter,Corporate,West,Office Supplies,Binders
CA-529641,2023-05-31,2025-04-29,First Class,CUST-1552,Brett Walker,Consumer,Central,Furniture,Tables
CA-576459,2024-09-13,2025-04-30,Second Class,CUST-3951,Amanda Acevedo,Home Office,West,Technology,Copiers
CA-495702,2024-01-05,2025-04-18,Same Day,CUST-6686,Chris Clark,Corporate,South,Office Supplies,Storage
CA-216710,2024-03-31,2025-05-04,Same Day,CUST-9300,Kenneth Rodriguez,Consumer,Central,Technology,Accessories
CA-231230,2025-03-22,2025-04-29,Standard Class,CUST-9114,Bailey Mcguire,Home Office,West,Office Supplies,Paper
CA-661149,2023-08-19,2025-05-07,Standard Class,CUST-1878,Brian Hunter,Corporate,East,Furniture,Tables
CA-639490,2024-02-14,2025-04-27,Same Day,CUST-7902,Allison Dominguez,Home Office,Central,Furniture,Bookcases
CA-352930,2024-11-04,2025-04-20,First Class,CUST-1662,Christina Fox,Consumer,East,Office Supplies,Binders
CA-720939,2024-04-21,2025-04-26,First Class,CUST-8743,Sarah Hughes,Home Office,Central,Office Supplies,Paper
CA-367986,2025-03-28,2025-04-17,Standard Class,CUST-8103,Laurie Ross,Corporate,Central,Office Supplies,Binders
CA-495392,2023-09-12,2025-04-16,Standard Class,CUST-8219,Donna Davis,Home Office,Central,Furniture,Tables
CA-433342,2023-09-28,2025-04-10,Second Class,CUST-4189,Jennifer Phillips,Home Office,South,Technology,Accessories
CA-361619,2024-03-30,2025-04-26,Same Day,CUST-6027,Paul Duncan,Home Office,Central,Office Supplies,Storage
CA-311977,2024-01-17,2025-04-26,Standard Class,CUST-7803,Melvin Soto,Consumer,Central,Office Supplies,Binders
CA-526261,2024-09-11,2025-04-13,Same Day,CUST-4394,Kim Lynch,Consumer,Central,Furniture,Tables
CA-297764,2025-03-28,2025-04-10,First Class,CUST-2225,Thomas Zuniga,Corporate,East,Technology,Phones
CA-806905,2023-09-13,2025-04-29,First Class,CUST-6331,Gail Ortiz,Corporate,Central,Office Supplies,Storage
CA-885685,2024-03-31,2025-04-11,Standard Class,CUST-6761,Jack Lowe,Consumer,West,Technology,Accessories
CA-343101,2024-07-03,2025-04-27,Second Class,CUST-6270,David Burke,Home Office,South,Furniture,Tables
CA-278816,2023-12-28,2025-04-21,Standard Class,CUST-7221,Danielle Hobbs,Consumer,East,Furniture,Furnishings
CA-286355,2023-09-01,2025-04-16,First Class,CUST-7377,Christopher Mason,Home Office,South,Office Supplies,Art
CA-736951,2023-12-05,2025-04-27,Standard Class,CUST-6982,Jessica Rodriguez,Corporate,East,Office Supplies,Paper
CA-408476,2023-05-28,2025-04-16,Same Day,CUST-9777,Renee Wilson,Home Office,Central,Furniture,Furnishings
CA-510540,2024-01-14,2025-04-27,Second Class,CUST-9643,Brian Hansen,Consumer,South,Furniture,Tables
CA-702121,2023-07-31,2025-04-19,Same Day,CUST-6160,Victoria Ali,Home Office,South,Furniture,Chairs
CA-939948,2024-08-13,2025-04-17,Second Class,CUST-2593,Gina Summers,Corporate,West,Furniture,Chairs
CA-123518,2024-06-27,2025-04-24,Same Day,CUST-7299,Sarah Cardenas,Corporate,West,Office Supplies,Labels
CA-283089,2024-08-17,2025-04-21,Second Class,CUST-3521,Dillon Sims,Home Office,Central,Furniture,Bookcases
CA-104245,2023-08-11,2025-04-10,First Class,CUST-1780,George Miranda,Corporate,East,Furniture,Chairs
CA-366107,2023-12-28,2025-04-16,Standard Class,CUST-1403,Hunter Walker,Home Office,South,Technology,Phones
CA-729684,2023-09-14,2025-04-17,Same Day,CUST-4128,Bruce Johnson,Corporate,South,Office Supplies,Paper
CA-932592,2023-10-12,2025-04-27,Same Day,CUST-6129,Gary Gomez,Corporate,Central,Technology,Computers
CA-336324,2023-05-28,2025-04-19,First Class,CUST-4494,Robert Phillips,Home Office,East,Technology,Accessories
CA-871620,2023-06-07,2025-04-15,Same Day,CUST-3933,Jamie Anderson,Home Office,West,Technology,Computers
CA-250675,2023-08-07,2025-05-08,Second Class,CUST-4552,Charles Mendoza,Home Office,West,Office Supplies,Binders
CA-996392,2024-12-17,2025-04-27,Second Class,CUST-1490,Joseph Ayala,Home Office,East,Furniture,Furnishings
CA-366669,2025-01-21,2025-05-06,First Class,CUST-6284,Allison Fernandez,Corporate,South,Office Supplies,Storage
CA-964567,2023-06-24,2025-05-06,Same Day,CUST-1832,Ryan Jackson,Consumer,West,Furniture,Chairs
CA-311144,2024-05-29,2025-05-02,Same Day,CUST-1552,Kelly Smith,Corporate,South,Furniture,Chairs
CA-979469,2024-03-29,2025-04-22,Standard Class,CUST-4355,Susan Welch,Home Office,East,Furniture,Chairs
CA-849135,2024-04-13,2025-04-25,Same Day,CUST-8928,Tyler Harris,Home Office,South,Furniture,Furnishings
CA-325262,2023-09-30,2025-04-16,Standard Class,CUST-6061,Michelle Brady,Consumer,Central,Office Supplies,Labels
CA-854973,2023-08-28,2025-04-25,First Class,CUST-1831,Lindsey Foster,Corporate,Central,Technology,Machines
CA-114965,2024-02-02,2025-04-13,First Class,CUST-5118,Edwin Walker,Consumer,West,Technology,Phones
CA-857492,2024-02-24,2025-05-07,Second Class,CUST-6328,Maureen Thomas,Home Office,West,Office Supplies,Binders
CA-984650,2024-03-06,2025-04-27,Same Day,CUST-6489,Christina Price,Home Office,Central,Office Supplies,Storage
CA-281559,2023-06-24,2025-04-17,Same Day,CUST-9344,Taylor Schmidt,Home Office,South,Technology,Copiers
CA-180179,2024-01-01,2025-04-26,Same Day,CUST-7549,Mary Patterson,Home Office,West,Office Supplies,Storage
CA-567244,2023-06-21,2025-04-19,First Class,CUST-2773,Benjamin Mcdaniel,Home Office,West,Furniture,Furnishings
CA-778040,2025-03-15,2025-04-26,First Class,CUST-7758,Cody Mitchell,Consumer,East,Technology,Machines
CA-370195,2023-05-03,2025-04-30,Same Day,CUST-5541,Kyle Brown,Consumer,Central,Technology,Machines
CA-269452,2023-06-21,2025-04-15,Standard Class,CUST-8229,Kimberly Johns,Consumer,Central,Office Supplies,Labels
CA-246440,2025-01-25,2025-04-25,First Class,CUST-4518,Gregory Stewart,Consumer,Central,Furniture,Bookcases
CA-762037,2025-04-08,2025-04-23,Second Class,CUST-3071,Sean Williams,Corporate,West,Technology,Computers
CA-132305,2024-09-06,2025-04-18,Second Class,CUST-2803,Brian Campbell,Consumer,East,Office Supplies,Paper
CA-324206,2024-11-04,2025-04-26,Second Class,CUST-3902,Austin Deleon,Corporate,West,Office Supplies,Binders
CA-579245,2025-03-19,2025-04-20,Second Class,CUST-1441,Jonathan Oliver,Consumer,East,Furniture,Chairs
CA-674838,2025-01-02,2025-04-15,Second Class,CUST-4805,Terry Hogan,Corporate,East,Technology,Copiers
CA-727675,2024-04-02,2025-04-10,First Class,CUST-7261,Stephanie Hernandez,Consumer,East,Furniture,Tables
CA-565819,2023-11-12,2025-04-09,Standard Class,CUST-4351,Taylor Fischer,Consumer,East,Technology,Machines
CA-216829,2024-02-26,2025-04-28,Second Class,CUST-7751,Nathan Johnson,Home Office,Central,Furniture,Bookcases
CA-593339,2024-11-08,2025-04-27,Standard Class,CUST-3172,Natalie Wheeler,Home Office,West,Office Supplies,Binders
CA-689612,2025-02-02,2025-04-12,Same Day,CUST-5459,Stephanie Acosta,Consumer,Central,Office Supplies,Binders
CA-571510,2024-10-23,2025-05-08,Same Day,CUST-5419,Thomas Johnson,Corporate,West,Technology,Copiers
CA-302690,2023-07-11,2025-04-25,Same Day,CUST-7465,Heather Reyes,Consumer,Central,Technology,Machines
CA-278515,2024-05-14,2025-04-16,Second Class,CUST-6025,Fred English,Corporate,East,Furniture,Bookcases
CA-739812,2024-06-20,2025-04-19,Second Class,CUST-7254,Daniel Ortega,Corporate,Central,Technology,Copiers
CA-792220,2024-06-01,2025-05-08,Standard Class,CUST-2903,Jeff Myers,Consumer,West,Technology,Phones
CA-782700,2024-07-02,2025-04-30,Standard Class,CUST-3008,Tonya Rivera,Corporate,West,Office Supplies,Art
CA-988301,2023-12-12,2025-04-23,Second Class,CUST-3575,Emily White,Home Office,South,Furniture,Furnishings
CA-155320,2024-02-13,2025-04-09,Same Day,CUST-1468,Katherine Chambers,Home Office,Central,Furniture,Chairs
CA-691184,2024-11-01,2025-04-26,Second Class,CUST-1513,Patricia Curtis,Home Office,South,Office Supplies,Binders
CA-932436,2023-06-24,2025-05-07,Standard Class,CUST-2581,Denise Kim,Corporate,South,Technology,Phones
CA-108148,2023-10-10,2025-04-17,Standard Class,CUST-2975,Brian Johnson,Consumer,Central,Office Supplies,Labels
CA-295358,2024-06-09,2025-04-19,Same Day,CUST-6400,Michael Gilmore,Consumer,South,Furniture,Furnishings
CA-289105,2024-05-12,2025-04-19,Same Day,CUST-3839,Brandi Watson,Home Office,West,Office Supplies,Labels
CA-973576,2024-02-14,2025-04-09,Second Class,CUST-3164,Jennifer Poole,Corporate,West,Furniture,Chairs
CA-653095,2023-04-11,2025-04-26,First Class,CUST-4209,Mike Bowman,Home Office,West,Technology,Accessories
CA-621061,2024-07-06,2025-04-13,Second Class,CUST-5918,Robert Medina,Corporate,East,Technology,Computers
CA-173707,2025-02-12,2025-04-11,Standard Class,CUST-8922,Alexander Henry,Home Office,Central,Office Supplies,Labels
CA-571278,2024-01-14,2025-04-20,Standard Class,CUST-5500,Sarah Lee,Consumer,South,Technology,Copiers
CA-730986,2023-10-29,2025-05-05,First Class,CUST-9172,Joshua Williamson,Corporate,West,Office Supplies,Binders
CA-987339,2024-06-24,2025-04-10,Second Class,CUST-6026,Christopher Jackson,Corporate,South,Furniture,Furnishings
CA-323963,2023-05-06,2025-04-23,First Class,CUST-9625,Jermaine Taylor,Consumer,Central,Office Supplies,Labels
CA-654040,2024-03-11,2025-05-07,First Class,CUST-8631,Thomas Mccall,Consumer,East,Technology,Phones
CA-570147,2025-02-11,2025-05-03,First Class,CUST-9871,Brian Benitez,Corporate,West,Technology,Copiers
CA-437312,2023-04-23,2025-05-03,Second Class,CUST-6843,Amy Walls,Corporate,Central,Furniture,Furnishings
CA-641835,2023-08-02,2025-05-03,Same Day,CUST-4350,Richard Wood,Consumer,Central,Office Supplies,Paper
CA-979237,2024-08-18,2025-05-05,First Class,CUST-8486,Meagan Jones,Home Office,Central,Technology,Copiers
CA-349939,2024-11-18,2025-04-16,Same Day,CUST-3329,Jennifer Thomas,Consumer,East,Technology,Computers
CA-464319,2024-09-17,2025-05-03,Standard Class,CUST-5892,Terry Knox,Consumer,South,Furniture,Bookcases
CA-955910,2023-06-23,2025-04-22,Same Day,CUST-8188,Timothy Hernandez,Corporate,South,Furniture,Furnishings
CA-789066,2023-06-14,2025-04-28,First Class,CUST-2012,Anna Boyle DDS,Home Office,West,Furniture,Furnishings
CA-215362,2024-01-20,2025-04-17,First Class,CUST-2599,Marie Johnson,Corporate,South,Furniture,Tables
CA-370546,2024-09-01,2025-05-07,Standard Class,CUST-4546,Linda Branch DDS,Consumer,West,Furniture,Chairs
CA-329623,2024-05-18,2025-04-23,First Class,CUST-6152,James Good,Consumer,East,Technology,Accessories
CA-717199,2023-11-07,2025-04-23,First Class,CUST-6179,Blake Livingston,Corporate,Central,Office Supplies,Labels
CA-171210,2023-05-08,2025-04-25,Standard Class,CUST-5440,Ruth Jones,Home Office,South,Furniture,Chairs
CA-158140,2025-02-04,2025-04-27,Second Class,CUST-2121,Michael Phillips,Consumer,West,Furniture,Bookcases
CA-386483,2024-12-17,2025-04-26,Same Day,CUST-2825,Melissa Butler,Corporate,West,Technology,Accessories
CA-359073,2023-04-12,2025-05-04,Standard Class,CUST-9628,Diamond Shea,Corporate,South,Office Supplies,Labels
CA-359980,2023-05-06,2025-04-10,Standard Class,CUST-2433,Steven Arellano,Consumer,South,Office Supplies,Art
CA-298315,2024-07-22,2025-04-27,First Class,CUST-2375,Jason Hernandez,Corporate,East,Furniture,Bookcases
CA-666503,2024-08-10,2025-05-07,Same Day,CUST-1507,Mrs. Jaime Thomas,Home Office,East,Office Supplies,Paper
CA-156681,2023-12-30,2025-04-24,Second Class,CUST-7443,Raymond Davidson,Home Office,West,Office Supplies,Labels
CA-163475,2024-10-05,2025-04-19,Same Day,CUST-8958,Angela Smith,Consumer,South,Furniture,Chairs
CA-944703,2024-08-09,2025-05-01,Second Class,CUST-8105,Eric Manning,Consumer,South,Technology,Computers
CA-541329,2023-04-22,2025-04-25,Second Class,CUST-7815,Nicholas Jones,Consumer,Central,Office Supplies,Paper
CA-403738,2024-07-14,2025-05-03,Standard Class,CUST-8116,Emily Williams,Home Office,West,Technology,Accessories
CA-118189,2024-10-26,2025-04-13,Same Day,CUST-9331,Antonio Armstrong,Corporate,South,Office Supplies,Binders
CA-102007,2024-02-20,2025-05-01,Second Class,CUST-4707,Matthew Hill,Consumer,East,Office Supplies,Storage
CA-657321,2023-04-15,2025-04-13,Second Class,CUST-8688,Patricia Byrd,Home Office,West,Office Supplies,Binders
CA-614802,2024-07-30,2025-04-26,Same Day,CUST-3140,Mr. Andrew Delgado,Corporate,Central,Technology,Computers
CA-400126,2025-01-20,2025-04-25,Standard Class,CUST-6209,Megan Wheeler,Home Office,West,Office Supplies,Paper
CA-279848,2023-12-24,2025-04-12,Second Class,CUST-9628,Marcus Howard,Home Office,South,Technology,Copiers
CA-663232,2024-05-21,2025-04-30,First Class,CUST-9425,Jennifer Davis,Home Office,Central,Furniture,Chairs
CA-673234,2023-08-09,2025-04-16,Second Class,CUST-3013,Erica Johnson,Consumer,South,Furniture,Chairs
CA-768672,2025-04-05,2025-04-26,First Class,CUST-1875,Travis Stanley,Consumer,West,Office Supplies,Labels
CA-614787,2024-06-23,2025-04-26,Standard Class,CUST-3762,Barry Mejia,Corporate,Central,Furniture,Tables
CA-944268,2023-04-16,2025-04-14,First Class,CUST-9017,Christina Smith,Home Office,Central,Technology,Accessories
CA-212602,2023-05-17,2025-05-08,Standard Class,CUST-3250,Margaret Edwards,Home Office,West,Office Supplies,Art
CA-517940,2024-04-27,2025-05-06,Standard Class,CUST-8487,Jessica Chase,Consumer,Central,Furniture,Tables
CA-405367,2023-06-10,2025-04-23,Standard Class,CUST-9286,Tyler Alvarez,Consumer,Central,Furniture,Chairs
